mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_35666,C#CC1CCC(N1)C#N,3.44262,1.05304,0.94996,4.2931,78.24,-0.255,0.0163,0.2713,1251.3455,0.137119,-380.849558,-380.840964,-380.840019,-380.884054,31.494
gdb_110772,CCC1C2CC(=O)CN12,2.5998,1.27636,1.13739,2.1675,78.13,-0.2246,-0.0227,0.2019,1191.6648,0.171071,-403.152936,-403.144372,-403.143428,-403.186591,32.582
gdb_87420,CC1OC11C2C3OC1C23,3.74358,1.33776,1.30279,1.1804,71.27,-0.2298,0.0711,0.3009,1035.194,0.134958,-421.727952,-421.720642,-421.719698,-421.759635,28.905
gdb_68101,CC12CC(C1)(C#N)C2=O,3.2712,1.27142,1.07189,5.4192,76.34,-0.2619,-0.0122,0.2496,1132.1741,0.123858,-400.739673,-400.731481,-400.730537,-400.772381,30.473
gdb_113406,OCC1CC11C2CC1C2,2.96377,1.32006,1.07449,1.3137,84.12,-0.2551,0.0745,0.3295,1193.4529,0.183046,-387.011656,-387.003271,-387.002326,-387.044731,32.895
gdb_23313,ON=C1CC(O)C2OC12,3.14797,1.24271,0.96819,2.8063,68.75,-0.2499,-0.0053,0.2446,1170.9995,0.123668,-474.96252,-474.954454,-474.95351,-474.995174,30.699
gdb_18411,C1OCC2NC2CO1,3.31973,2.21249,1.48825,1.5594,63.38,-0.2559,0.0679,0.3238,842.3467,0.145427,-400.962392,-400.95589,-400.954946,-400.992885,25.793
gdb_12630,CC1N=CN(C)C1=O,3.35222,2.05106,1.38303,2.442,66.62,-0.2437,-0.0143,0.2293,899.4727,0.131084,-379.97716,-379.969227,-379.968282,-380.009613,28.096
gdb_86292,CC1CC(C)C1(C)C=O,1.76896,1.56369,1.08215,2.7531,86.42,-0.2429,-0.02,0.2229,1270.2026,0.203388,-388.305718,-388.295424,-388.29448,-388.340593,38.498
gdb_113890,CCC1CC1OC(C)=O,2.86362,0.90245,0.82312,1.786,80.14,-0.2629,0.0164,0.2793,1536.6044,0.179798,-424.256207,-424.245766,-424.244822,-424.293823,36.547
gdb_10352,C(C(CO)C(=O)N)O,2.75986,1.65371,1.10022,5.3816,61.09,-0.2481,0.0236,0.2717,1049.1541,0.142009,-438.16484,-438.155998,-438.155054,-438.198565,32.173
gdb_71261,CC12CC3C(CC1=O)C23,2.48411,1.99384,1.40383,2.8736,77.92,-0.2322,-0.0078,0.2244,973.6654,0.16026,-385.898714,-385.891171,-385.890227,-385.930356,30.488
gdb_111085,OCC1C2CC1C(=N)O2,3.86813,1.08712,1.06999,3.7657,73.62,-0.2526,0.0316,0.2843,1185.1905,0.149322,-439.064291,-439.056498,-439.055554,-439.096888,30.143
gdb_114829,CCC1CC2COC1O2,3.07669,1.34121,1.23521,1.7022,76.44,-0.2506,0.0827,0.3333,1131.0204,0.184952,-424.241822,-424.233854,-424.23291,-424.274581,31.216
gdb_37573,C1CN2C3C4NC3C24C1,3.75142,1.63427,1.40112,1.1383,78.99,-0.2132,0.0685,0.2817,965.686,0.162235,-381.94727,-381.940676,-381.939732,-381.978104,27.677
gdb_12702,CC1CCC(O)C1O,2.59084,2.09006,1.45686,2.4283,69.65,-0.2489,0.0501,0.299,941.6092,0.177905,-386.153949,-386.145613,-386.144669,-386.187186,32.158
gdb_99590,COC(C#N)C(C)C=O,2.26529,1.20209,0.82639,4.8805,73.75,-0.2647,-0.0422,0.2225,1370.1077,0.14371,-439.091295,-439.080758,-439.079814,-439.12801,35.521
gdb_92954,CC1CC=CC11CCC1,2.48444,1.51952,1.14595,0.1667,90.94,-0.2302,0.029,0.2592,1186.2113,0.20718,-351.162761,-351.15419,-351.153246,-351.195707,34.35
gdb_7448,CC([NH3+])C(N)C([O-])=O,2.96499,1.66729,1.12212,5.2681,64.19,-0.2417,0.0266,0.2682,1048.3781,0.154248,-418.291638,-418.282659,-418.281715,-418.325241,32.736
gdb_92991,OC1CC=CC1CC#N,3.29616,1.0817,0.89031,3.8799,77.42,-0.2626,0.0012,0.2638,1289.0386,0.148337,-401.974074,-401.965575,-401.96463,-402.007697,31.856
gdb_421,CC1COC1=N,5.19024,3.89243,2.45819,2.5239,50.92,-0.2615,0.0284,0.2899,537.9634,0.108616,-286.493052,-286.487128,-286.486184,-286.522434,21.067
gdb_92629,CC1OC2COCC2O1,2.61928,1.61948,1.55335,1.2958,70.36,-0.2408,0.0839,0.3247,980.178,0.160888,-460.175337,-460.167671,-460.166727,-460.207765,29.594
gdb_93439,CC1CNC(=O)NC1=N,2.44971,1.53278,1.12362,2.2448,74.8,-0.2534,0.003,0.2563,1113.3178,0.150606,-435.338504,-435.330135,-435.32919,-435.371534,31.74
gdb_119137,CC(C)C1(CC1)CCO,2.25305,0.98589,0.85911,1.4281,88.5,-0.2596,0.0803,0.3399,1532.0606,0.227149,-389.477552,-389.466541,-389.465597,-389.513897,41.08
gdb_51279,C1C(=CNC1=O)NC=O,5.36027,0.92628,0.79369,2.6666,72.12,-0.201,-0.0167,0.1843,1333.4274,0.11339,-454.015592,-454.007477,-454.006532,-454.048747,29.729
gdb_113995,OCC1NC1CCC#N,4.06567,0.63609,0.5953,4.4732,77.11,-0.2619,0.0344,0.2963,1828.9237,0.159371,-419.191304,-419.181585,-419.18064,-419.227455,34.26
gdb_99054,CCC(=O)CC(O)C#N,4.27637,0.71756,0.69221,4.2347,73.89,-0.2641,-0.0293,0.2348,1660.0844,0.14435,-439.115522,-439.105137,-439.104193,-439.152247,35.773
gdb_125198,Cc1c2n(nn1)CCN2,3.27,1.58055,1.09372,5.5955,75.53,-0.2074,0.0174,0.2249,1084.0832,0.139267,-414.187688,-414.179997,-414.179053,-414.220323,28.395
gdb_41787,C1CC2CC1C=CC=C2,2.39945,1.94119,1.44917,0.5652,88.76,-0.2077,-0.0214,0.1863,1002.3552,0.187488,-349.982853,-349.975682,-349.974738,-350.01423,29.92
gdb_49776,O=CC1N=CNC1C#C,2.12925,1.73487,1.0906,4.2399,71.53,-0.2401,-0.0273,0.2128,1075.917,0.111913,-416.780268,-416.771888,-416.770944,-416.814214,30.08
gdb_23161,CC1CC(=NO)C1C=O,2.59384,1.16911,0.89214,2.097,76.84,-0.244,-0.0285,0.2154,1302.7748,0.144582,-439.041353,-439.031855,-439.03091,-439.076645,34.038
gdb_16422,CC1OCC2CC1O2,3.33628,2.25224,1.88561,1.1802,66.67,-0.2341,0.0867,0.3208,794.2996,0.155457,-384.924205,-384.917408,-384.916464,-384.954827,27.065
gdb_97295,CN=CN1C2CC1C2=O,5.5403,0.89332,0.87975,3.0299,79.28,-0.2347,-0.0091,0.2256,1353.6757,0.134675,-417.937938,-417.929696,-417.928751,-417.971033,30.489
gdb_81005,CC1C2CC1(O)CC2C,2.42644,1.46772,1.21515,1.2686,85.07,-0.2492,0.0769,0.3262,1173.3042,0.206227,-388.290359,-388.281303,-388.280359,-388.323217,36.317
gdb_18160,CC1C2OC(CO)C12,3.58837,1.5735,1.3869,2.4744,67.38,-0.2421,0.0658,0.3079,961.4569,0.153647,-384.888069,-384.880195,-384.879251,-384.920299,29.779
gdb_48900,O=CC12CC3C1C(=O)C23,3.00567,1.48928,1.14644,2.5346,71.26,-0.2572,-0.043,0.2142,1031.661,0.111932,-420.575427,-420.568218,-420.567274,-420.607491,27.189
gdb_22861,CC1C(=O)C=CC1=NO,3.2211,1.2401,0.93424,2.8494,78.78,-0.2469,-0.0776,0.1693,1197.976,0.123703,-437.885573,-437.877155,-437.876211,-437.918804,31.137
gdb_26483,CC1(CO1)C1=CC=CN1,3.60769,1.2727,1.0343,0.9557,79.2,-0.1995,0.0352,0.2347,1167.6376,0.148422,-401.971065,-401.962922,-401.961977,-402.003923,31.366
gdb_59849,CC(C)NC(=[NH2+])C([O-])=O,3.06082,0.92793,0.79901,9.1228,74.99,-0.2279,-0.0288,0.1991,1479.7738,0.157851,-456.399811,-456.389728,-456.388783,-456.435829,36.171
gdb_63935,CC1(C)OC2CCC12C,2.26204,1.60787,1.39109,1.6386,84.86,-0.2342,0.0761,0.3103,1114.3512,0.20419,-388.276165,-388.266722,-388.265778,-388.309726,37.127
gdb_111318,COC1C2CN2C1(C)C,2.34332,1.44064,1.22035,1.6472,82.39,-0.2322,0.0753,0.3075,1179.5471,0.192351,-404.299457,-404.289773,-404.288828,-404.333552,36.559
gdb_98139,C(C(=O)C(=N)NC=O)O,4.75304,0.83745,0.71513,0.8916,65.62,-0.2605,-0.0774,0.1831,1471.8011,0.111101,-491.118236,-491.10894,-491.107996,-491.153133,31.9
gdb_93415,NC1=CC(=O)NCC1O,2.53188,1.47076,1.06913,3.8604,73.81,-0.2235,-0.0176,0.2058,1119.7746,0.138407,-455.193349,-455.185047,-455.184103,-455.226033,32.113
gdb_98187,CCC(=O)C(C)(O)CO,2.89179,0.9714,0.92488,2.3889,75.1,-0.2386,-0.0106,0.228,1409.8496,0.178258,-461.384089,-461.372953,-461.372009,-461.420637,40.032
gdb_107246,CCC12NC1C1CC21C,2.80041,1.4129,1.09711,1.8968,85.76,-0.1975,0.0763,0.2738,1206.2531,0.193535,-367.138174,-367.129149,-367.128205,-367.171521,35.561
gdb_64788,C1CC1(CC#CC#N)O,4.61379,0.68298,0.67237,4.3214,83.12,-0.2752,-0.0447,0.2305,1657.2505,0.122804,-400.720645,-400.711591,-400.710647,-400.755202,32.917
gdb_120515,CCCC1CC(N1)C#N,5.73436,0.65119,0.62494,5.1232,84.46,-0.2472,0.0181,0.2653,1821.9062,0.182811,-383.268536,-383.258825,-383.257881,-383.303991,35.109
gdb_68070,CC12CC(O)(C1)C=CC2,2.58624,1.68346,1.231,1.3979,82.84,-0.2325,0.0192,0.2517,1083.1278,0.182917,-387.096089,-387.087907,-387.086963,-387.127822,34.141
gdb_123634,C1C2NC1C1=NON=C21,4.18765,1.63151,1.41876,3.762,66.92,-0.2622,-0.0371,0.2251,877.5576,0.104549,-432.763971,-432.758282,-432.757338,-432.793946,23.413
gdb_38710,C1C2OC3CC12CC=C3,2.65491,2.14304,1.6125,1.7144,78.45,-0.2325,0.0063,0.2389,897.1149,0.16264,-385.866115,-385.859675,-385.85873,-385.89634,28.136
gdb_56877,OC(C#N)C1CC(=N)O1,3.39532,1.04481,0.84604,2.895,67.72,-0.2805,-0.0082,0.2724,1290.7122,0.111763,-453.943222,-453.93462,-453.933676,-453.977282,30.704
gdb_81925,CC1C2NC2C(=O)C1O,2.49796,1.63487,1.30162,4.6003,71.55,-0.2289,-0.0292,0.1998,1030.385,0.148622,-439.083725,-439.075656,-439.074712,-439.116088,31.358
gdb_24989,O=C1NC2=C(N1)OCC2,4.73441,1.27193,1.02103,3.9329,67.7,-0.1808,0.0421,0.2229,1093.1957,0.115905,-453.986416,-453.979344,-453.9784,-454.017855,27.337
gdb_32405,Cc1c(occ1CO)C,3.07841,1.15792,0.85482,2.12,79.48,-0.2015,0.0335,0.2351,1350.4618,0.157584,-423.061617,-423.05171,-423.050766,-423.096947,34.955
gdb_43105,O=C1C2CC3CCC1N23,2.8142,1.84537,1.425,2.664,73.9,-0.2328,-0.0272,0.2056,946.3211,0.15039,-401.937871,-401.930934,-401.92999,-401.969636,27.417
gdb_70839,OC12CC3(O)C1COC23,2.50285,1.93339,1.41898,2.3103,67.25,-0.2202,0.0663,0.2865,936.4972,0.135807,-458.912017,-458.904344,-458.9034,-458.943646,30.42
gdb_29514,Cc1coc2c1CCO2,3.17112,1.52764,1.05192,2.2184,74.45,-0.1838,0.0403,0.2242,1115.6279,0.137392,-421.848432,-421.840573,-421.839629,-421.88123,29.167
gdb_20147,O=C1N2C3C2C2C3N12,4.524,2.68402,2.19396,4.6032,55.3,-0.2522,-0.0218,0.2305,617.9953,0.085434,-377.46003,-377.455022,-377.454078,-377.489025,20.24
gdb_100020,CCC(C)(O)C1(C)CN1,2.42244,1.21341,1.14292,2.8228,84.61,-0.231,0.0603,0.2913,1281.1143,0.215009,-405.533212,-405.522309,-405.521365,-405.568512,41.416
gdb_19326,C#CC12OC1C1CC21,5.21585,1.67986,1.51212,1.9033,68.41,-0.2304,0.0105,0.2409,838.213,0.105664,-345.286036,-345.279471,-345.278527,-345.316429,26.266
gdb_102450,C(C(CO)C(=O)C#N)O,2.49161,1.09506,0.82762,4.6085,67.26,-0.2754,-0.0934,0.182,1331.9357,0.122135,-475.025806,-475.016028,-475.015084,-475.061431,33.726
gdb_32829,c1[nH]c(c(n1)CCO)O,3.142,1.30312,0.95318,1.6526,70.82,-0.1853,0.0503,0.2355,1187.1109,0.137949,-455.183126,-455.175013,-455.174069,-455.216103,30.988
gdb_48334,O=CC1(CC#N)CCO1,2.32056,1.4269,1.07523,6.0557,69.03,-0.2637,-0.0511,0.2126,1136.1485,0.122339,-437.884311,-437.875385,-437.874441,-437.919049,30.936
gdb_39338,C1C2OCC3CCOC123,2.78853,1.8264,1.33973,1.8012,74.04,-0.2278,0.0797,0.3074,984.7194,0.161828,-423.013437,-423.006406,-423.005462,-423.044721,28.66
gdb_81548,CN1C2CC1C21COC1,2.94124,1.53157,1.15961,0.8247,79.35,-0.2148,0.075,0.2898,1095.9773,0.170981,-403.035937,-403.027927,-403.026983,-403.06842,31.242
gdb_90229,CN1CC23CCC12CO3,2.62565,1.68056,1.52947,1.2293,78.44,-0.2098,0.0498,0.2596,1000.0889,0.170777,-403.050251,-403.042239,-403.041294,-403.082407,31.654
gdb_96367,CC1COCOC11CC1,2.3723,1.66543,1.29461,1.6717,77.69,-0.251,0.0824,0.3334,1081.0645,0.183501,-424.218765,-424.210438,-424.209494,-424.251189,33.046
gdb_59647,CC(O)C1CC(O)CO1,2.68412,1.32131,1.14559,3.4235,74.74,-0.2434,0.0598,0.3032,1177.8909,0.182274,-461.368537,-461.359268,-461.358324,-461.402357,35.468
gdb_113101,CCC1CC(CC=O)O1,3.51389,0.77484,0.69069,3.6566,80.34,-0.245,-0.0217,0.2233,1675.6999,0.180377,-424.227235,-424.217287,-424.216343,-424.263741,35.12
gdb_39023,C1OC2C3NC3CC=C12,3.03166,1.7307,1.29048,2.2878,77.16,-0.2351,0.0163,0.2513,992.7647,0.15047,-401.9026,-401.895675,-401.89473,-401.933749,28.02
gdb_84162,CC1C=C(C)CNC1=O,2.77002,1.30885,0.9426,3.8133,82.93,-0.2366,0.0169,0.2535,1278.1807,0.171587,-403.209171,-403.199939,-403.198995,-403.243556,34.184
gdb_34279,C#CC12CC(CO1)C=C2,3.50226,1.48819,1.34318,1.7835,78.82,-0.2419,-0.0007,0.2412,991.6031,0.136735,-384.648935,-384.641797,-384.640853,-384.68009,29.501
gdb_64846,CC1(CC(C1)C#N)C#C,3.26669,0.99713,0.87483,4.0626,83.38,-0.2713,0.0144,0.2857,1344.1816,0.146281,-364.789595,-364.780494,-364.77955,-364.823415,34.269
gdb_57693,CC(N)(CCC#N)C#N,3.14025,0.81787,0.75566,4.3361,77.32,-0.2851,0.0145,0.2995,1515.3456,0.146872,-398.157847,-398.14783,-398.146886,-398.193095,35.856
gdb_14879,COC1CCC1OC,3.48017,1.41154,1.11193,1.5121,72.75,-0.237,0.0784,0.3154,1141.2888,0.175373,-386.101989,-386.092908,-386.091964,-386.135944,32.297
gdb_63723,CC1(C)CC2(CN12)C=O,3.08348,1.24012,1.07578,2.9664,81.03,-0.2436,-0.0301,0.2136,1198.6939,0.168873,-403.12577,-403.116682,-403.115737,-403.159188,34.727
gdb_84234,CC1N=C2OC3C1C23N,2.9577,1.59149,1.3663,4.3594,74.02,-0.2061,-0.0527,0.1534,998.3643,0.134165,-417.861105,-417.853083,-417.852139,-417.893187,31.504
gdb_76392,[NH3+]C1(C(O)C1O)C([O-])=O,2.68231,1.21588,1.14551,5.2391,61.4,-0.2478,0.0196,0.2675,1120.4727,0.123598,-512.166218,-512.157314,-512.15637,-512.199611,33.322
gdb_103550,CC1(CO)NC(=N)C1O,2.68119,1.22041,1.03134,2.0987,73.43,-0.247,0.0148,0.2617,1215.4678,0.157784,-456.329922,-456.320115,-456.31917,-456.364429,36.292
gdb_82818,CC1C2CC3CC1(O)C23,2.2241,1.94694,1.44679,1.1905,81.02,-0.239,0.0773,0.3164,1013.9133,0.182997,-387.05506,-387.046892,-387.045948,-387.087164,32.991
gdb_61696,CC(OC=O)(C#C)C#N,2.20709,1.25782,1.03508,4.0036,70.11,-0.2937,-0.0306,0.2631,1185.9268,0.096451,-436.666439,-436.656939,-436.655995,-436.700941,33.111
gdb_33457,C#CC1(CN1)C1CCO1,2.47848,1.42923,1.13403,1.3431,77.92,-0.2426,0.031,0.2736,1139.7088,0.146804,-401.862566,-401.853794,-401.85285,-401.896773,32.35
gdb_104453,CCC1(O)CCCOC1,2.9928,1.18835,1.05887,1.6979,81.17,-0.2447,0.0757,0.3204,1271.031,0.206661,-425.444386,-425.435161,-425.434216,-425.477832,36.368
gdb_617,CCC1CC1C,6.69746,2.14548,1.86009,0.117,64.01,-0.263,0.094,0.357,743.8195,0.165775,-235.694798,-235.687424,-235.686479,-235.72575,26.871
gdb_24759,c1cn(cn1)C(=O)C#N,3.69485,1.32063,0.97289,2.1276,68.18,-0.2694,-0.1055,0.164,1086.6747,0.079096,-431.719798,-431.71264,-431.711696,-431.752055,25.424
gdb_86643,CC1CN(C=N)C(=O)C1,3.33412,1.15673,0.88598,5.4251,79.78,-0.2344,-0.0125,0.2219,1313.587,0.160091,-419.256843,-419.247921,-419.246977,-419.290852,32.572
gdb_52930,CC#CC12CC(N1)C2=O,3.40741,0.98171,0.86397,3.5538,82.02,-0.2379,-0.0034,0.2344,1375.9955,0.123009,-400.665167,-400.65653,-400.655586,-400.700469,30.793
gdb_63418,CC1(C)CC(C=C1)C#C,3.45045,1.01141,0.96805,0.8724,90.67,-0.2442,0.0177,0.262,1343.734,0.181011,-349.940836,-349.931422,-349.930478,-349.97467,36.649
gdb_14811,N#CC1CCC1C#N,2.61334,2.09485,1.32501,6.4095,65.83,-0.3212,-0.0015,0.3197,902.4579,0.108326,-341.600395,-341.593042,-341.592098,-341.632499,26.176
gdb_8011,CC1OC(C)C(C)O1,3.11383,1.77804,1.3551,1.0565,71.29,-0.2486,0.0883,0.3368,1002.3124,0.175998,-386.162313,-386.153602,-386.152657,-386.195467,32.39
gdb_118352,CCCC(C=O)C1CO1,2.81251,0.89399,0.73985,2.6509,79.39,-0.2519,-0.0267,0.2251,1597.0983,0.179632,-424.214884,-424.204588,-424.203644,-424.251412,36.018
gdb_7368,CCCN(C)C(=O)C,3.51058,1.19303,0.96681,3.4256,76.6,-0.2305,0.037,0.2676,1288.8073,0.186961,-366.302441,-366.292192,-366.291248,-366.338243,35.517
gdb_24830,N=C1C=COC=CC1=N,2.6819,1.65782,1.04953,4.2566,80.28,-0.2379,-0.0513,0.1866,1074.3028,0.115054,-416.80314,-416.795776,-416.794832,-416.835818,27.77
gdb_40238,C1CC11COCC2NC12,2.74373,1.61989,1.23148,1.951,78.85,-0.2376,0.0669,0.3045,1069.2373,0.173619,-403.10948,-403.101921,-403.100977,-403.141323,30.665
gdb_8352,O=CNC12CN(C1)C2,4.73656,1.53437,1.4083,3.7478,66.3,-0.2398,0.0198,0.2596,903.8514,0.132017,-379.863591,-379.856572,-379.855628,-379.896114,26.152
gdb_109301,CCC1=NCCC(C)O1,3.05138,1.11743,0.85722,1.9155,84.53,-0.2377,0.036,0.2737,1427.0273,0.194364,-404.388605,-404.37906,-404.378116,-404.423263,35.485
gdb_49818,O=CC1CC(=O)C(=O)N1,3.14198,1.22431,0.94316,5.332,64.29,-0.2462,-0.0733,0.1729,1162.6524,0.100062,-473.878277,-473.870197,-473.869253,-473.911967,28.585
gdb_48545,O=CC12C3CC1CCN23,2.89023,1.46911,1.43408,3.0121,76.54,-0.2454,-0.0267,0.2187,1006.3696,0.149371,-401.9281,-401.920861,-401.919917,-401.959892,28.402
gdb_96116,CC1CCCC2CC12O,2.09846,1.71116,1.17149,1.2052,84.6,-0.2471,0.0747,0.3217,1167.014,0.206947,-388.300203,-388.291288,-388.290344,-388.33306,35.96
gdb_97045,CN=C1COC(=N)CN1,4.17074,1.05796,0.90045,2.1962,77.56,-0.2306,0.0171,0.2477,1297.661,0.148595,-435.279638,-435.270774,-435.269829,-435.313557,32.245
gdb_109092,C1C=CC=CC=C1CO,3.14281,1.19644,0.94964,1.9018,88.04,-0.2051,-0.0248,0.1804,1258.0486,0.160322,-385.904528,-385.896081,-385.895136,-385.937583,32.317
gdb_20132,C1CC1C1CC2OC12,5.06474,1.38837,1.24979,1.7095,71.57,-0.247,0.0892,0.3362,1009.1196,0.154246,-347.747684,-347.740541,-347.739597,-347.779358,27.62
gdb_419,CC1CCC1=O,4.70272,3.90423,2.33651,2.6766,53.75,-0.2374,-0.0163,0.2211,567.3641,0.118901,-270.447268,-270.440964,-270.44002,-270.477179,22.502
gdb_111355,OCC1N2CC2C11CN1,2.57578,1.41379,1.08192,1.7755,75.1,-0.2399,0.0563,0.2962,1151.8966,0.159921,-419.116468,-419.108169,-419.107224,-419.149452,31.991
gdb_59426,CC(C)N1CC12COC2,3.30981,1.02769,0.94675,1.9566,82.93,-0.2283,0.0682,0.2966,1363.1152,0.192649,-404.293368,-404.283811,-404.282866,-404.327916,35.845
gdb_55525,CC(=N)NC(=O)C1CN1,4.4543,0.85796,0.76186,4.071,76.82,-0.2535,-0.0242,0.2294,1499.682,0.148229,-435.284157,-435.274946,-435.274002,-435.318923,32.995
gdb_121048,CCOC1CCC(=O)O1,3.12396,1.00735,0.87972,3.6838,72.37,-0.2644,0.0136,0.278,1388.6026,0.158954,-460.219075,-460.210093,-460.209149,-460.253943,32.284
gdb_75669,NC1C(=N)N2CC12C#N,2.93215,1.34243,1.10921,4.2974,73.42,-0.2677,-0.0284,0.2393,1089.0737,0.11359,-412.94589,-412.937871,-412.936927,-412.978467,30.074
gdb_11223,CC1=CC(NC1)C#N,4.24245,1.40904,1.23159,3.714,71.41,-0.238,0.0001,0.2381,1008.0386,0.13158,-342.802506,-342.794746,-342.793802,-342.834766,28.226
gdb_57667,CC(C)(CC#C)OC=N,2.16154,1.16911,0.92562,3.7554,83.2,-0.2567,0.0258,0.2824,1359.1816,0.166653,-403.11852,-403.10787,-403.106926,-403.154278,38.701
gdb_12731,CC12OCC1CC2O,2.62177,2.26423,1.88197,2.4666,66.93,-0.2446,0.0628,0.3074,830.7979,0.153818,-384.912528,-384.905031,-384.904087,-384.944032,29.169
gdb_47281,C1CC(=O)C=CC(=O)C1,3.07146,1.25538,0.92329,1.6351,77.91,-0.2591,-0.0952,0.164,1211.1163,0.136913,-421.874834,-421.866798,-421.865854,-421.908551,29.78
gdb_57099,CC(C#N)C1CCOC1,2.89245,1.13749,0.87863,4.3506,78.87,-0.2621,0.0327,0.2948,1330.3457,0.172051,-403.172625,-403.163548,-403.162604,-403.207551,33.025
gdb_57471,CC(C)(O)C1CCC1=O,2.4353,1.37436,1.09004,3.77,78.91,-0.2358,-0.0179,0.2179,1209.1064,0.179077,-424.242928,-424.232827,-424.231883,-424.278064,37.724
gdb_37459,C1C2C3COC4C3C4N12,2.84095,2.10489,1.83253,1.7776,72.49,-0.2159,0.0764,0.2922,837.3048,0.151584,-401.895694,-401.889691,-401.888747,-401.92569,26.021
gdb_74903,CC1=CC2NC2CCC1,2.54157,1.48068,1.08234,1.5376,87.93,-0.2278,0.0212,0.249,1200.2403,0.196665,-367.204973,-367.196588,-367.195644,-367.237464,33.641
gdb_102783,CCC(OC=O)C(C)=O,1.76624,1.38565,0.82123,5.9582,74.18,-0.2624,-0.0336,0.2288,1405.7604,0.155249,-460.208192,-460.19778,-460.196836,-460.244415,35.987
gdb_16528,CC1C(C)C2CCC12,2.6821,2.10435,1.60892,0.1736,80.56,-0.2577,0.0751,0.3327,942.0269,0.201246,-313.048603,-313.040445,-313.039501,-313.080983,32.053
gdb_9519,CCC1(C)CNC1=O,2.68877,1.83519,1.53145,3.3985,71.73,-0.2407,0.0399,0.2806,951.6201,0.164866,-365.096445,-365.087597,-365.086653,-365.12955,32.378
gdb_77286,OC1C(CC=O)C1C=O,2.95958,0.87685,0.76613,3.275,71.65,-0.2528,-0.0391,0.2136,1459.7066,0.132658,-458.955533,-458.945947,-458.945002,-458.991521,33.175
gdb_119605,CCCC12CC1CCO2,3.83242,0.93143,0.85239,1.1889,85.81,-0.2241,0.0862,0.3103,1490.3614,0.206277,-388.292225,-388.283015,-388.282071,-388.326435,35.233
gdb_58723,CC(C)C12C3C4C1N4C23,3.44355,1.32874,1.22334,2.1024,80.74,-0.2089,0.0694,0.2783,1116.2273,0.169889,-365.893327,-365.885068,-365.884123,-365.926186,32.214
gdb_42635,O=C1C2C3NC1(C#C)C23,2.78342,1.76035,1.29813,4.1408,73.04,-0.2308,-0.0073,0.2235,951.9922,0.100252,-399.451226,-399.444086,-399.443142,-399.482718,28.066
gdb_25612,c1c[nH]cc1COC=O,4.26918,0.89574,0.80256,4.2912,71.95,-0.2175,0.0109,0.2284,1383.1286,0.125265,-437.938411,-437.930157,-437.929212,-437.973024,29.45
gdb_20358,c1c(nn[nH]1)C2CC2,6.21613,1.38704,1.24594,4.0975,67.09,-0.2362,0.0009,0.2371,960.3198,0.121258,-358.829751,-358.823068,-358.822123,-358.86153,24.89
gdb_12660,OC1COC(=N)C1=O,3.49649,2.03931,1.33576,2.7723,56.63,-0.27,-0.0827,0.1873,847.633,0.09559,-435.752156,-435.745112,-435.744168,-435.783623,25.619
gdb_15491,N=CN1C=NCC1=N,3.55447,2.01172,1.29495,1.62,67.88,-0.2392,-0.0232,0.216,884.6493,0.109762,-374.929137,-374.922313,-374.921369,-374.960323,25.017
gdb_125441,Cc1[nH]nc(n1)CCO,4.57538,0.80197,0.71921,3.7873,74.77,-0.2449,0.012,0.2569,1569.3213,0.148392,-435.301537,-435.292092,-435.291148,-435.338219,32.61
gdb_58760,CC(O)C12CN(C1)C2C,2.51505,1.3268,1.12711,2.9294,82.34,-0.2197,0.0651,0.2848,1219.2364,0.19344,-404.270541,-404.261077,-404.260133,-404.304801,36.143
gdb_67790,CC12C=CC3C4C3C1C24,3.10906,1.972,1.4682,0.5386,82.61,-0.2126,0.0273,0.2399,935.4032,0.16105,-348.71159,-348.704798,-348.703854,-348.742066,29.483
gdb_5930,CC(C)(OC=N)C=O,4.05119,1.2008,1.16256,3.1811,67.05,-0.2647,-0.0391,0.2256,1089.755,0.138073,-401.007676,-400.998156,-400.997212,-401.043259,32.732
gdb_102923,OCC(CCC#N)C=O,3.12277,0.76393,0.64602,5.6567,73.31,-0.2607,-0.0377,0.223,1662.8054,0.145162,-439.104333,-439.094057,-439.093112,-439.140796,34.929
gdb_23136,OCC1CCCC1=NO,1.79459,1.65227,0.90321,2.3302,78.3,-0.2459,-0.0007,0.2452,1289.4271,0.171533,-440.26351,-440.254543,-440.253598,-440.297332,34.107
gdb_75098,CC1=CCC(=O)CC1=O,2.83952,1.36778,0.98155,3.6029,77.35,-0.2487,-0.0589,0.1898,1182.6274,0.135046,-421.891144,-421.882695,-421.881751,-421.924568,31.258
gdb_49125,N=C1NC(=O)C(C=O)=C1,3.52934,1.25235,0.92435,3.7333,72.74,-0.2611,-0.1117,0.1494,1152.3809,0.089773,-452.804929,-452.797286,-452.796342,-452.837584,27.525
gdb_33180,CCCN=c1occo1,5.90789,0.73622,0.67571,3.0109,77.02,-0.2155,0.0162,0.2316,1672.6353,0.146841,-439.098573,-439.08963,-439.088686,-439.134597,31.768
gdb_95152,OC1CCC2OC1C=C2,2.67914,1.74952,1.45915,2.048,74.16,-0.2365,0.011,0.2475,967.2959,0.161966,-423.033351,-423.02608,-423.025136,-423.064598,29.961
